categorias_personas,latitud,longitud,Personas por manzana
0 a 127 Personas,4.67197775348e+000,'-7.40610367229e+001,35
0 a 127 Personas,4.60733810584e+000,'-7.40646701166e+001,35
0 a 127 Personas,4.58490651359e+000,'-7.41106631016e+001,35
0 a 127 Personas,4.63515464993e+000,'-7.40687913676e+001,35
0 a 127 Personas,4.67403642273e+000,'-7.40599642624e+001,35
0 a 127 Personas,4.62159752092e+000,'-7.41773574469e+001,34
0 a 127 Personas,4.59416282588e+000,'-7.41272486694e+001,34
0 a 127 Personas,4.67204417314e+000,'-7.40618278857e+001,34
0 a 127 Personas,4.59412601431e+000,'-7.40784055778e+001,34
0 a 127 Personas,4.61480384788e+000,'-7.41408706102e+001,34
0 a 127 Personas,4.63804915879e+000,'-7.40742661900e+001,34
0 a 127 Personas,4.64461856775e+000,'-7.40751792184e+001,34
0 a 127 Personas,4.62270556224e+000,'-7.40720188130e+001,34
0 a 127 Personas,4.66511086185e+000,'-7.40673638594e+001,34
0 a 127 Personas,4.62584263953e+000,'-7.40781019311e+001,34
0 a 127 Personas,4.61148494976e+000,'-7.40714470107e+001,34
0 a 127 Personas,4.66598057476e+000,'-7.40541470726e+001,34
0 a 127 Personas,4.67082392576e+000,'-7.40637780844e+001,34
0 a 127 Personas,4.60205310495e+000,'-7.41105473597e+001,34
0 a 127 Personas,4.64490248725e+000,'-7.40683230779e+001,34
0 a 127 Personas,4.62404926236e+000,'-7.40724427846e+001,34
0 a 127 Personas,4.58378753462e+000,'-7.41043185419e+001,34
0 a 127 Personas,4.60185615213e+000,'-7.41292904241e+001,34
0 a 127 Personas,4.58475216386e+000,'-7.41019540893e+001,33
0 a 127 Personas,4.59548524743e+000,'-7.41304357492e+001,33
0 a 127 Personas,4.59950021930e+000,'-7.40864079770e+001,33
0 a 127 Personas,4.64752669653e+000,'-7.40538811013e+001,33
0 a 127 Personas,4.59729873421e+000,'-7.40691146260e+001,33
0 a 127 Personas,4.62011302723e+000,'-7.41603937143e+001,33
0 a 127 Personas,4.62716554261e+000,'-7.40598621866e+001,33
0 a 127 Personas,4.60450765603e+000,'-7.40785471785e+001,33
0 a 127 Personas,4.67187620136e+000,'-7.40636113092e+001,33
0 a 127 Personas,4.66521717557e+000,'-7.40652195294e+001,33
0 a 127 Personas,4.58369399192e+000,'-7.40993263992e+001,33
0 a 127 Personas,4.62216701015e+000,'-7.41610889949e+001,33
0 a 127 Personas,4.62787766006e+000,'-7.40725812276e+001,33
0 a 127 Personas,4.59717742823e+000,'-7.41322151143e+001,33
0 a 127 Personas,4.66550385096e+000,'-7.40724181223e+001,32
0 a 127 Personas,4.62223172991e+000,'-7.40674299036e+001,32
0 a 127 Personas,4.59999625220e+000,'-7.40770489380e+001,32
0 a 127 Personas,4.59730258241e+000,'-7.41121839773e+001,32
0 a 127 Personas,4.65544816559e+000,'-7.40586998449e+001,32
0 a 127 Personas,4.66429591345e+000,'-7.40647847832e+001,32
0 a 127 Personas,4.60819663583e+000,'-7.41355800689e+001,32
0 a 127 Personas,4.59519493929e+000,'-7.40752930958e+001,32
0 a 127 Personas,4.66801073165e+000,'-7.40586565361e+001,32
0 a 127 Personas,4.60683171095e+000,'-7.40649794520e+001,32
0 a 127 Personas,4.59352662146e+000,'-7.40749990165e+001,32
0 a 127 Personas,4.60404075909e+000,'-7.41655638513e+001,32
0 a 127 Personas,4.61478042759e+000,'-7.40689913485e+001,32
0 a 127 Personas,4.58644629841e+000,'-7.41072256344e+001,32
0 a 127 Personas,4.63527964131e+000,'-7.41613076153e+001,32
0 a 127 Personas,4.61927745700e+000,'-7.41766179449e+001,32
0 a 127 Personas,4.60718125757e+000,'-7.41634934850e+001,32
0 a 127 Personas,4.60685656001e+000,'-7.40893764104e+001,32
0 a 127 Personas,4.64756154355e+000,'-7.40544728256e+001,31
0 a 127 Personas,4.58658575870e+000,'-7.40776636774e+001,31
0 a 127 Personas,4.64337022333e+000,'-7.40718916870e+001,31
0 a 127 Personas,4.67266844673e+000,'-7.40669589862e+001,31
0 a 127 Personas,4.62861807616e+000,'-7.40719618061e+001,31
0 a 127 Personas,4.63730251649e+000,'-7.40767274842e+001,31
0 a 127 Personas,4.66545308108e+000,'-7.40627454369e+001,31
0 a 127 Personas,4.64239815472e+000,'-7.40603500847e+001,31
0 a 127 Personas,4.58962350246e+000,'-7.40877381421e+001,30
0 a 127 Personas,4.59925447280e+000,'-7.40777527010e+001,30
0 a 127 Personas,4.59696894832e+000,'-7.40742814831e+001,30
0 a 127 Personas,4.62107527608e+000,'-7.41583154003e+001,30
0 a 127 Personas,4.59643801466e+000,'-7.40734215989e+001,30
0 a 127 Personas,4.64318351304e+000,'-7.40600287992e+001,30
0 a 127 Personas,4.61990263174e+000,'-7.41742064216e+001,30
0 a 127 Personas,4.67217499350e+000,'-7.40625665830e+001,30
0 a 127 Personas,4.63612907186e+000,'-7.41830560475e+001,30
0 a 127 Personas,4.64525925563e+000,'-7.40702006884e+001,30
0 a 127 Personas,4.65478518236e+000,'-7.40608472770e+001,30
0 a 127 Personas,4.59591418063e+000,'-7.40788396027e+001,30
0 a 127 Personas,4.59810477426e+000,'-7.40760960168e+001,30
0 a 127 Personas,4.66967231199e+000,'-7.40685534934e+001,30
0 a 127 Personas,4.65709627739e+000,'-7.40727577945e+001,30
0 a 127 Personas,4.64449230381e+000,'-7.40553018904e+001,30
0 a 127 Personas,4.59842025172e+000,'-7.40746235212e+001,29
0 a 127 Personas,4.64559823457e+000,'-7.41744187402e+001,29
0 a 127 Personas,4.66371413490e+000,'-7.40651412134e+001,29
0 a 127 Personas,4.67079387949e+000,'-7.40701018396e+001,29
0 a 127 Personas,4.66928899530e+000,'-7.40679993607e+001,29
0 a 127 Personas,4.66841891997e+000,'-7.40721958672e+001,29
0 a 127 Personas,4.63480815243e+000,'-7.40787531123e+001,29
0 a 127 Personas,4.66710604351e+000,'-7.40571318217e+001,29
0 a 127 Personas,4.66262970092e+000,'-7.40659363946e+001,29
0 a 127 Personas,4.65899862950e+000,'-7.40515862698e+001,29
0 a 127 Personas,4.61342913650e+000,'-7.41416602002e+001,28
0 a 127 Personas,4.62372378789e+000,'-7.41542151574e+001,28
0 a 127 Personas,4.59223664649e+000,'-7.40914013300e+001,28
0 a 127 Personas,4.61476294550e+000,'-7.41667518236e+001,28
0 a 127 Personas,4.61048331448e+000,'-7.40643949493e+001,28
0 a 127 Personas,4.67503229467e+000,'-7.40619910175e+001,28
0 a 127 Personas,4.60709561839e+000,'-7.40682395220e+001,28
0 a 127 Personas,4.66668385266e+000,'-7.40653548171e+001,28
0 a 127 Personas,4.59751893558e+000,'-7.40751508100e+001,28
0 a 127 Personas,4.62207359455e+000,'-7.40719897333e+001,28
0 a 127 Personas,4.66670071203e+000,'-7.40642589914e+001,28
0 a 127 Personas,4.61302660216e+000,'-7.40874174696e+001,28
0 a 127 Personas,4.59251533359e+000,'-7.40819921264e+001,28
0 a 127 Personas,4.58993141502e+000,'-7.40776631504e+001,28
0 a 127 Personas,4.60921997031e+000,'-7.41576604091e+001,28
0 a 127 Personas,4.64920398206e+000,'-7.40640598278e+001,28
0 a 127 Personas,4.61927914608e+000,'-7.41632778276e+001,28
0 a 127 Personas,4.60991749662e+000,'-7.40862299568e+001,28
0 a 127 Personas,4.59293755357e+000,'-7.40753480114e+001,28
0 a 127 Personas,4.64800661871e+000,'-7.40675360841e+001,28
0 a 127 Personas,4.59380804745e+000,'-7.40772071156e+001,28
0 a 127 Personas,4.58645033229e+000,'-7.41022462464e+001,28
0 a 127 Personas,4.59453938833e+000,'-7.41255463252e+001,28
0 a 127 Personas,4.66024539487e+000,'-7.40624728661e+001,28
0 a 127 Personas,4.60888475208e+000,'-7.40676526943e+001,28
0 a 127 Personas,4.62498181862e+000,'-7.40720412159e+001,28
0 a 127 Personas,4.59107691721e+000,'-7.41254835796e+001,28
0 a 127 Personas,4.59413621624e+000,'-7.40691221019e+001,27
0 a 127 Personas,4.61537282728e+000,'-7.41257730527e+001,27
0 a 127 Personas,4.60899812253e+000,'-7.40867228945e+001,27
0 a 127 Personas,4.63061532731e+000,'-7.40601999830e+001,27
0 a 127 Personas,4.66697766560e+000,'-7.40595217371e+001,27
0 a 127 Personas,4.63117820900e+000,'-7.41365095831e+001,27
0 a 127 Personas,4.63069053072e+000,'-7.40635451707e+001,27
0 a 127 Personas,4.58553867726e+000,'-7.41113571596e+001,27
0 a 127 Personas,4.59951120127e+000,'-7.40694096865e+001,27
0 a 127 Personas,4.67099073389e+000,'-7.40656581627e+001,27
0 a 127 Personas,4.60298424426e+000,'-7.40799596739e+001,27
0 a 127 Personas,4.66725675291e+000,'-7.40649719639e+001,27
0 a 127 Personas,4.62851982852e+000,'-7.40713939590e+001,27
0 a 127 Personas,4.58860452751e+000,'-7.41200727943e+001,27
0 a 127 Personas,4.59671278603e+000,'-7.41294147372e+001,27
0 a 127 Personas,4.63267774234e+000,'-7.40699471175e+001,27
0 a 127 Personas,4.62835031218e+000,'-7.40674763172e+001,27
0 a 127 Personas,4.62322230408e+000,'-7.40682810920e+001,26
0 a 127 Personas,4.63181407208e+000,'-7.40584597719e+001,26
0 a 127 Personas,4.59931209829e+000,'-7.40740685959e+001,26
0 a 127 Personas,4.61166737805e+000,'-7.40848758982e+001,26
0 a 127 Personas,4.65613462511e+000,'-7.40581814918e+001,26
0 a 127 Personas,4.61053964407e+000,'-7.40755999892e+001,26
0 a 127 Personas,4.61817516087e+000,'-7.40633817621e+001,26
0 a 127 Personas,4.61483631972e+000,'-7.40808845672e+001,26
0 a 127 Personas,4.61896246641e+000,'-7.41429291020e+001,26
0 a 127 Personas,4.62766032937e+000,'-7.40634888589e+001,26
0 a 127 Personas,4.62426295433e+000,'-7.40697371349e+001,26
0 a 127 Personas,4.66913831583e+000,'-7.40715545068e+001,26
0 a 127 Personas,4.62510362753e+000,'-7.41516806457e+001,26
0 a 127 Personas,4.61082285547e+000,'-7.41118112301e+001,26
0 a 127 Personas,4.66239950605e+000,'-7.40670068848e+001,26
0 a 127 Personas,4.60154786235e+000,'-7.40743085665e+001,26
0 a 127 Personas,4.67195507541e+000,'-7.40644131531e+001,26
0 a 127 Personas,4.60783829612e+000,'-7.40727514103e+001,26
0 a 127 Personas,4.60793863428e+000,'-7.41659777593e+001,25
0 a 127 Personas,4.63289881470e+000,'-7.40681998183e+001,25
0 a 127 Personas,4.60072869005e+000,'-7.40745077016e+001,25
0 a 127 Personas,4.64457740054e+000,'-7.40710472959e+001,25
0 a 127 Personas,4.63669147712e+000,'-7.40763854226e+001,25
0 a 127 Personas,4.61275596195e+000,'-7.40698830234e+001,25
0 a 127 Personas,4.63283616940e+000,'-7.40594709070e+001,25
0 a 127 Personas,4.62789752023e+000,'-7.40679627066e+001,25
0 a 127 Personas,4.66999775054e+000,'-7.40707886893e+001,25
0 a 127 Personas,4.59608289992e+000,'-7.40748050836e+001,25
0 a 127 Personas,4.67128958932e+000,'-7.40697031074e+001,24
0 a 127 Personas,4.59958120073e+000,'-7.40727094666e+001,24
0 a 127 Personas,4.67034346029e+000,'-7.40575050901e+001,24
0 a 127 Personas,4.58881625185e+000,'-7.41190514899e+001,24
0 a 127 Personas,4.65702291421e+000,'-7.40596411300e+001,24
0 a 127 Personas,4.59895487061e+000,'-7.40793465203e+001,24
0 a 127 Personas,4.63973251805e+000,'-7.41795509957e+001,24
0 a 127 Personas,4.59505409063e+000,'-7.40800664322e+001,24
0 a 127 Personas,4.65426461235e+000,'-7.40602743516e+001,24
0 a 127 Personas,4.60075592468e+000,'-7.40782057295e+001,24
0 a 127 Personas,4.62466116430e+000,'-7.41587899160e+001,24
0 a 127 Personas,4.67181728668e+000,'-7.40650428519e+001,23
0 a 127 Personas,4.67308155887e+000,'-7.40674296167e+001,23
0 a 127 Personas,4.64428697613e+000,'-7.41729247761e+001,23
0 a 127 Personas,4.60552835634e+000,'-7.40953240940e+001,23
0 a 127 Personas,4.62988615235e+000,'-7.40705398503e+001,23
0 a 127 Personas,4.63092077065e+000,'-7.41814269850e+001,23
0 a 127 Personas,4.66313076025e+000,'-7.40642692753e+001,23
0 a 127 Personas,4.66088095592e+000,'-7.40708750878e+001,23
0 a 127 Personas,4.66288337468e+000,'-7.40571639305e+001,23
0 a 127 Personas,4.61960377661e+000,'-7.41767213278e+001,23
0 a 127 Personas,4.60817333770e+000,'-7.41446115854e+001,22
0 a 127 Personas,4.61032737329e+000,'-7.40904244002e+001,22
0 a 127 Personas,4.66244848465e+000,'-7.40616799720e+001,22
0 a 127 Personas,4.64414990599e+000,'-7.40746648218e+001,22
0 a 127 Personas,4.63736120586e+000,'-7.41665440007e+001,22
0 a 127 Personas,4.67328728287e+000,'-7.40602424150e+001,22
0 a 127 Personas,4.62158361096e+000,'-7.40800497589e+001,22
0 a 127 Personas,4.60173113841e+000,'-7.40761916371e+001,22
0 a 127 Personas,4.61516032563e+000,'-7.40812777850e+001,22
0 a 127 Personas,4.60594421654e+000,'-7.40717432958e+001,22
0 a 127 Personas,4.67108733789e+000,'-7.40646500390e+001,22
0 a 127 Personas,4.62860472263e+000,'-7.41359144588e+001,22
0 a 127 Personas,4.66718938298e+000,'-7.40591108876e+001,22
0 a 127 Personas,4.65397143439e+000,'-7.40592343606e+001,22
0 a 127 Personas,4.61706646619e+000,'-7.41271908426e+001,22
0 a 127 Personas,4.63552955011e+000,'-7.41611454684e+001,22
0 a 127 Personas,4.60650295135e+000,'-7.41328876617e+001,21
0 a 127 Personas,4.63179910563e+000,'-7.40576884992e+001,21
0 a 127 Personas,4.64810111752e+000,'-7.40683281727e+001,21
0 a 127 Personas,4.66529593955e+000,'-7.40710994855e+001,21
0 a 127 Personas,4.64545239584e+000,'-7.41746997572e+001,20
0 a 127 Personas,4.60466696627e+000,'-7.40840976008e+001,20
0 a 127 Personas,4.58749542544e+000,'-7.41001385149e+001,20
0 a 127 Personas,4.62546573729e+000,'-7.40725389578e+001,20
0 a 127 Personas,4.64452719418e+000,'-7.41730813768e+001,20
0 a 127 Personas,4.60049160091e+000,'-7.40724489915e+001,20
0 a 127 Personas,4.67055427661e+000,'-7.40651595385e+001,20
0 a 127 Personas,4.64260385087e+000,'-7.40748405291e+001,20
0 a 127 Personas,4.62258931556e+000,'-7.40749954912e+001,20
0 a 127 Personas,4.64326036699e+000,'-7.41680883353e+001,20
0 a 127 Personas,4.62041257332e+000,'-7.40784452983e+001,20
0 a 127 Personas,4.60057087960e+000,'-7.40691523411e+001,19
0 a 127 Personas,4.65185614156e+000,'-7.40521240935e+001,19
0 a 127 Personas,4.63167347731e+000,'-7.40733394890e+001,19
0 a 127 Personas,4.66396940034e+000,'-7.40573600015e+001,19
0 a 127 Personas,4.60044599041e+000,'-7.40758847721e+001,19
0 a 127 Personas,4.66311674804e+000,'-7.40629800665e+001,19
0 a 127 Personas,4.66608215238e+000,'-7.40646719564e+001,19
0 a 127 Personas,4.66781605296e+000,'-7.40554683763e+001,19
0 a 127 Personas,4.58675920184e+000,'-7.41001325550e+001,19
0 a 127 Personas,4.65245131642e+000,'-7.40774726539e+001,19
0 a 127 Personas,4.60370373449e+000,'-7.41333183159e+001,19
0 a 127 Personas,4.63447015864e+000,'-7.40745075832e+001,19
0 a 127 Personas,4.65024907759e+000,'-7.40630948969e+001,18
0 a 127 Personas,4.62876271698e+000,'-7.40689746776e+001,18
0 a 127 Personas,4.63807620053e+000,'-7.40637456420e+001,18
0 a 127 Personas,4.60245873304e+000,'-7.40750089080e+001,18
0 a 127 Personas,4.62231754296e+000,'-7.40653246408e+001,18
0 a 127 Personas,4.66974968891e+000,'-7.40591498061e+001,18
0 a 127 Personas,4.62939121241e+000,'-7.40697227844e+001,18
0 a 127 Personas,4.64039911685e+000,'-7.40594724157e+001,18
0 a 127 Personas,4.63843471795e+000,'-7.40647300636e+001,18
0 a 127 Personas,4.60699188953e+000,'-7.40646481121e+001,17
0 a 127 Personas,4.62942421107e+000,'-7.40626918953e+001,17
0 a 127 Personas,4.60094206728e+000,'-7.40733583103e+001,17
0 a 127 Personas,4.62821773735e+000,'-7.40593262123e+001,17
0 a 127 Personas,4.67115886984e+000,'-7.40604949581e+001,17
0 a 127 Personas,4.61677398966e+000,'-7.41281323519e+001,17
0 a 127 Personas,4.65085987759e+000,'-7.41765990132e+001,17
0 a 127 Personas,4.66992655772e+000,'-7.40570550520e+001,17
0 a 127 Personas,4.66375887568e+000,'-7.40570271389e+001,17
0 a 127 Personas,4.60502158749e+000,'-7.41378634268e+001,17
0 a 127 Personas,4.66372831352e+000,'-7.40670726632e+001,17
0 a 127 Personas,4.61056175182e+000,'-7.40847538404e+001,16
0 a 127 Personas,4.62289330677e+000,'-7.40775171341e+001,16
0 a 127 Personas,4.64239498312e+000,'-7.40729062354e+001,16
0 a 127 Personas,4.62667835292e+000,'-7.41474031188e+001,16
0 a 127 Personas,4.67121391091e+000,'-7.40609297834e+001,16
0 a 127 Personas,4.61982731500e+000,'-7.41545707942e+001,16
0 a 127 Personas,4.63321383823e+000,'-7.40689744850e+001,16
0 a 127 Personas,4.63169305592e+000,'-7.40691682873e+001,16
0 a 127 Personas,4.66206745392e+000,'-7.40626949924e+001,16
0 a 127 Personas,4.64002422011e+000,'-7.40577539963e+001,16
0 a 127 Personas,4.61964369238e+000,'-7.41388049051e+001,16
0 a 127 Personas,4.63636828533e+000,'-7.40639346636e+001,16
0 a 127 Personas,4.64102424141e+000,'-7.40710834115e+001,16
0 a 127 Personas,4.62617717953e+000,'-7.40702876753e+001,16
0 a 127 Personas,4.63813001507e+000,'-7.41825028352e+001,16
0 a 127 Personas,4.58343020374e+000,'-7.40997060279e+001,16
0 a 127 Personas,4.67480189005e+000,'-7.40599856656e+001,16
0 a 127 Personas,4.59131007055e+000,'-7.40774047318e+001,16
0 a 127 Personas,4.62490361224e+000,'-7.40686125706e+001,16
0 a 127 Personas,4.62767097429e+000,'-7.40715216003e+001,16
0 a 127 Personas,4.60599259455e+000,'-7.40862082241e+001,15
0 a 127 Personas,4.60577743996e+000,'-7.41387176127e+001,15
0 a 127 Personas,4.58425961835e+000,'-7.40985889511e+001,15
0 a 127 Personas,4.62353206255e+000,'-7.40810316991e+001,15
0 a 127 Personas,4.61109615518e+000,'-7.40661648927e+001,15
0 a 127 Personas,4.62496851195e+000,'-7.41665563495e+001,15
0 a 127 Personas,4.60991931777e+000,'-7.40878710471e+001,15
0 a 127 Personas,4.64968635451e+000,'-7.40631389128e+001,14
0 a 127 Personas,4.62174633955e+000,'-7.40664024963e+001,14
0 a 127 Personas,4.60504380147e+000,'-7.40721740624e+001,14
0 a 127 Personas,4.62199188097e+000,'-7.41537637392e+001,14
0 a 127 Personas,4.63017133077e+000,'-7.40695815714e+001,14
0 a 127 Personas,4.66321498552e+000,'-7.40576766164e+001,14
0 a 127 Personas,4.66862594630e+000,'-7.40570307555e+001,14
0 a 127 Personas,4.60192046759e+000,'-7.40749283868e+001,14
0 a 127 Personas,4.65197694078e+000,'-7.40647190240e+001,14
0 a 127 Personas,4.63484426843e+000,'-7.40665600399e+001,14
0 a 127 Personas,4.60646924507e+000,'-7.40887906836e+001,14
0 a 127 Personas,4.58352979546e+000,'-7.41054430002e+001,14
0 a 127 Personas,4.61201554174e+000,'-7.40861395960e+001,14
0 a 127 Personas,4.64605381561e+000,'-7.40687061699e+001,14
0 a 127 Personas,4.64121251132e+000,'-7.41846281697e+001,13
0 a 127 Personas,4.64930657014e+000,'-7.40544382746e+001,13
0 a 127 Personas,4.59898931129e+000,'-7.40755229821e+001,13
0 a 127 Personas,4.58563270944e+000,'-7.40816225418e+001,13
0 a 127 Personas,4.64934368606e+000,'-7.41781237432e+001,13
0 a 127 Personas,4.58781885491e+000,'-7.40772313519e+001,13
0 a 127 Personas,4.61618895116e+000,'-7.40840048027e+001,13
0 a 127 Personas,4.63174198742e+000,'-7.40579224229e+001,13
0 a 127 Personas,4.64597722225e+000,'-7.40565396535e+001,13
0 a 127 Personas,4.66802448096e+000,'-7.40540018451e+001,13
0 a 127 Personas,4.62001743662e+000,'-7.40781167401e+001,13
0 a 127 Personas,4.59007719659e+000,'-7.40761186289e+001,13
0 a 127 Personas,4.66932133891e+000,'-7.40586399591e+001,12
0 a 127 Personas,4.58710353756e+000,'-7.41015623711e+001,12
0 a 127 Personas,4.61075994345e+000,'-7.40660268875e+001,12
0 a 127 Personas,4.66350036104e+000,'-7.40566685294e+001,12
0 a 127 Personas,4.60925487238e+000,'-7.41244199435e+001,12
0 a 127 Personas,4.61068671193e+000,'-7.40855779789e+001,12
0 a 127 Personas,4.65226002192e+000,'-7.40562167146e+001,12
0 a 127 Personas,4.63400631674e+000,'-7.41835766512e+001,12
0 a 127 Personas,4.62460710245e+000,'-7.40715178623e+001,12
0 a 127 Personas,4.62623166995e+000,'-7.40693720241e+001,12
0 a 127 Personas,4.60723104682e+000,'-7.41349026257e+001,12
0 a 127 Personas,4.67580260666e+000,'-7.40598134264e+001,12
0 a 127 Personas,4.66293792769e+000,'-7.40602297604e+001,12
0 a 127 Personas,4.62419430476e+000,'-7.40665665511e+001,12
0 a 127 Personas,4.60773748215e+000,'-7.40887406156e+001,12
0 a 127 Personas,4.61423175400e+000,'-7.40845843345e+001,12
0 a 127 Personas,4.60953326859e+000,'-7.40873995688e+001,11
0 a 127 Personas,4.59965005697e+000,'-7.40751287510e+001,11
0 a 127 Personas,4.63245831725e+000,'-7.40591465638e+001,11
0 a 127 Personas,4.63159266042e+000,'-7.40603458858e+001,10
0 a 127 Personas,4.58641303257e+000,'-7.40999857937e+001,10
0 a 127 Personas,4.64696812955e+000,'-7.40543259092e+001,10
0 a 127 Personas,4.64738226971e+000,'-7.40546311908e+001,10
0 a 127 Personas,4.63052751255e+000,'-7.40662769747e+001,10
0 a 127 Personas,4.66390375514e+000,'-7.40675680756e+001,10
0 a 127 Personas,4.66464895121e+000,'-7.40559240788e+001,9
0 a 127 Personas,4.60734895680e+000,'-7.40881929975e+001,9
0 a 127 Personas,4.66635833228e+000,'-7.40601645090e+001,9
0 a 127 Personas,4.62665258824e+000,'-7.41802989215e+001,9
0 a 127 Personas,4.61959236537e+000,'-7.40773374854e+001,9
0 a 127 Personas,4.60699452582e+000,'-7.40852508327e+001,9
0 a 127 Personas,4.62946294139e+000,'-7.40672333596e+001,9
0 a 127 Personas,4.59757804652e+000,'-7.40683096392e+001,9
0 a 127 Personas,4.64851986050e+000,'-7.41708448878e+001,9
0 a 127 Personas,4.60881363938e+000,'-7.40660456298e+001,8
0 a 127 Personas,4.61989550102e+000,'-7.40824673718e+001,8
0 a 127 Personas,4.60839346122e+000,'-7.40845530452e+001,8
0 a 127 Personas,4.59566050275e+000,'-7.40783352620e+001,8
0 a 127 Personas,4.66284680498e+000,'-7.40690537848e+001,8
0 a 127 Personas,4.61522883648e+000,'-7.40678051529e+001,8
0 a 127 Personas,4.59388984514e+000,'-7.40779828679e+001,8
0 a 127 Personas,4.66567974985e+000,'-7.40649282571e+001,8
0 a 127 Personas,4.63443728513e+000,'-7.40616616679e+001,8
0 a 127 Personas,4.61652545877e+000,'-7.40680373252e+001,7
0 a 127 Personas,4.59295558030e+000,'-7.41277115326e+001,7
0 a 127 Personas,4.61019858558e+000,'-7.41691195167e+001,7
0 a 127 Personas,4.61623997970e+000,'-7.40684036032e+001,5
0 a 127 Personas,4.62657076794e+000,'-7.40643359951e+001,5
0 a 127 Personas,4.66489108139e+000,'-7.40647201545e+001,5
0 a 127 Personas,4.63233410651e+000,'-7.40717630099e+001,4
0 a 127 Personas,4.61039497746e+000,'-7.41564645149e+001,0
0 a 127 Personas,4.61846658136e+000,'-7.41605419408e+001,0
0 a 127 Personas,4.62365295771e+000,'-7.41486803185e+001,0
0 a 127 Personas,4.59954020667e+000,'-7.40922345681e+001,0
0 a 127 Personas,4.59829848723e+000,'-7.40686431784e+001,0
0 a 127 Personas,4.59671545266e+000,'-7.41149830706e+001,0
0 a 127 Personas,4.58973378374e+000,'-7.41146136571e+001,0
0 a 127 Personas,4.59456293905e+000,'-7.40704973316e+001,0
0 a 127 Personas,4.61830854075e+000,'-7.41406744417e+001,0
0 a 127 Personas,4.61999625040e+000,'-7.41706015449e+001,0
0 a 127 Personas,4.66439799328e+000,'-7.40605927070e+001,0
0 a 127 Personas,4.61576205145e+000,'-7.41374067083e+001,0
0 a 127 Personas,4.61129898662e+000,'-7.40685239032e+001,0
0 a 127 Personas,4.60600468030e+000,'-7.40662759582e+001,0
0 a 127 Personas,4.60158981399e+000,'-7.41100456455e+001,0
0 a 127 Personas,4.62083203602e+000,'-7.41693701270e+001,0
0 a 127 Personas,4.62577487694e+000,'-7.41715673275e+001,0
0 a 127 Personas,4.63194940599e+000,'-7.41801838781e+001,0
0 a 127 Personas,4.60092866544e+000,'-7.40824335869e+001,0
0 a 127 Personas,4.58655871181e+000,'-7.40917099885e+001,0
0 a 127 Personas,4.62392013502e+000,'-7.41604013127e+001,0
0 a 127 Personas,4.60562317236e+000,'-7.41548794404e+001,0
0 a 127 Personas,4.58907029878e+000,'-7.40812073451e+001,0
0 a 127 Personas,4.61851308133e+000,'-7.40786074347e+001,0
0 a 127 Personas,4.62328770016e+000,'-7.41554212328e+001,0
0 a 127 Personas,4.60946967433e+000,'-7.41110582056e+001,0
0 a 127 Personas,4.65931402192e+000,'-7.40559823841e+001,0
0 a 127 Personas,4.66921664023e+000,'-7.40709101185e+001,0
0 a 127 Personas,4.60766360897e+000,'-7.41305598697e+001,0
0 a 127 Personas,4.62550323197e+000,'-7.41577812779e+001,0
0 a 127 Personas,4.67062686743e+000,'-7.40668479983e+001,0
0 a 127 Personas,4.61134721689e+000,'-7.40906562216e+001,0
0 a 127 Personas,4.60400297723e+000,'-7.41116812968e+001,0
0 a 127 Personas,4.60574159499e+000,'-7.41317534347e+001,0
0 a 127 Personas,4.61212048410e+000,'-7.41565971603e+001,0
0 a 127 Personas,4.62731612905e+000,'-7.41385127467e+001,0
0 a 127 Personas,4.60603169076e+000,'-7.41373887250e+001,0
0 a 127 Personas,4.62591895131e+000,'-7.41816652130e+001,0
0 a 127 Personas,4.60657492587e+000,'-7.41539329405e+001,0
0 a 127 Personas,4.62480833465e+000,'-7.41617379411e+001,0
0 a 127 Personas,4.60146224001e+000,'-7.40947069205e+001,0
0 a 127 Personas,4.64383945705e+000,'-7.40558868625e+001,0
0 a 127 Personas,4.59564755367e+000,'-7.41044351133e+001,0
0 a 127 Personas,4.60213765824e+000,'-7.41273206146e+001,0
0 a 127 Personas,4.64081287241e+000,'-7.41663191268e+001,0
0 a 127 Personas,4.60765874104e+000,'-7.41456456516e+001,0
0 a 127 Personas,4.60920708347e+000,'-7.41626688063e+001,0
0 a 127 Personas,4.60900124343e+000,'-7.40852292942e+001,0
0 a 127 Personas,4.61866368130e+000,'-7.41381458184e+001,0
0 a 127 Personas,4.60654659509e+000,'-7.41020463054e+001,0
0 a 127 Personas,4.60135414598e+000,'-7.41116689632e+001,0
0 a 127 Personas,4.62876069866e+000,'-7.41505166868e+001,0
0 a 127 Personas,4.62937891727e+000,'-7.40712471093e+001,0
0 a 127 Personas,4.59403736529e+000,'-7.40805840650e+001,0
0 a 127 Personas,4.62258290654e+000,'-7.40660705173e+001,0
0 a 127 Personas,4.61752145493e+000,'-7.41584929026e+001,0
0 a 127 Personas,4.61722636343e+000,'-7.41376790667e+001,0
0 a 127 Personas,4.61752773467e+000,'-7.41592339551e+001,0
0 a 127 Personas,4.60651547529e+000,'-7.41086460147e+001,0
0 a 127 Personas,4.61635993582e+000,'-7.41656379695e+001,0
0 a 127 Personas,4.61689695635e+000,'-7.41681129201e+001,0
0 a 127 Personas,4.59706300949e+000,'-7.41184162028e+001,0
0 a 127 Personas,4.62383981828e+000,'-7.41689102812e+001,0
