categorias_personas,latitud,longitud,Personas por manzana
128 a 304 Personas,4.61784759961e+000,'-7.41706589301e+001,378
305 a 758 Personas,4.64695667786e+000,'-7.40609954604e+001,377
128 a 304 Personas,4.63802177147e+000,'-7.41752733731e+001,376
128 a 304 Personas,4.60042327823e+000,'-7.41087772467e+001,376
128 a 304 Personas,4.60653561057e+000,'-7.41296445217e+001,376
128 a 304 Personas,4.59369612793e+000,'-7.41166325459e+001,376
128 a 304 Personas,4.63757419190e+000,'-7.40618158510e+001,376
128 a 304 Personas,4.63901409836e+000,'-7.40671263641e+001,376
128 a 304 Personas,4.62804575867e+000,'-7.41665170831e+001,376
128 a 304 Personas,4.60823130830e+000,'-7.41433010230e+001,376
128 a 304 Personas,4.63378523498e+000,'-7.41684415967e+001,375
128 a 304 Personas,4.59461173821e+000,'-7.40997065586e+001,375
128 a 304 Personas,4.61825771977e+000,'-7.41578686253e+001,375
305 a 758 Personas,4.59183129467e+000,'-7.41280224000e+001,375
128 a 304 Personas,4.59412015019e+000,'-7.40977681840e+001,375
128 a 304 Personas,4.62640611456e+000,'-7.41676429665e+001,375
305 a 758 Personas,4.58746249626e+000,'-7.41163803951e+001,375
128 a 304 Personas,4.60920666943e+000,'-7.41322414778e+001,375
128 a 304 Personas,4.61501343210e+000,'-7.41642723364e+001,375
128 a 304 Personas,4.61732497148e+000,'-7.41547167932e+001,375
128 a 304 Personas,4.62654134610e+000,'-7.41615445396e+001,375
128 a 304 Personas,4.60137050664e+000,'-7.40991020220e+001,375
128 a 304 Personas,4.60695533398e+000,'-7.41451306347e+001,374
128 a 304 Personas,4.64051425235e+000,'-7.41748072189e+001,374
128 a 304 Personas,4.60643779678e+000,'-7.41313208256e+001,374
128 a 304 Personas,4.63669110593e+000,'-7.41663606955e+001,374
128 a 304 Personas,4.63218384270e+000,'-7.41790387872e+001,374
128 a 304 Personas,4.62972594917e+000,'-7.41653801165e+001,374
305 a 758 Personas,4.67275952367e+000,'-7.40563391152e+001,373
128 a 304 Personas,4.61347909789e+000,'-7.41656243999e+001,372
128 a 304 Personas,4.63863075743e+000,'-7.40611452088e+001,372
128 a 304 Personas,4.62025635696e+000,'-7.41742580576e+001,372
128 a 304 Personas,4.60482381517e+000,'-7.41176907162e+001,372
128 a 304 Personas,4.61454711085e+000,'-7.40768288487e+001,372
128 a 304 Personas,4.59762219732e+000,'-7.40883924530e+001,372
128 a 304 Personas,4.61467454862e+000,'-7.41474314539e+001,372
128 a 304 Personas,4.62039548964e+000,'-7.41765928754e+001,372
128 a 304 Personas,4.61634254945e+000,'-7.41650172279e+001,372
128 a 304 Personas,4.62270902368e+000,'-7.41571305124e+001,372
128 a 304 Personas,4.61974319413e+000,'-7.41737969805e+001,372
128 a 304 Personas,4.63636306323e+000,'-7.41667908689e+001,372
128 a 304 Personas,4.63253842520e+000,'-7.41724861359e+001,372
128 a 304 Personas,4.60296357795e+000,'-7.41058662710e+001,372
128 a 304 Personas,4.59738980324e+000,'-7.40968466523e+001,372
128 a 304 Personas,4.59946128526e+000,'-7.40996835201e+001,372
305 a 758 Personas,4.63561654405e+000,'-7.40633050021e+001,371
128 a 304 Personas,4.60016060788e+000,'-7.41269678334e+001,370
128 a 304 Personas,4.62671228525e+000,'-7.41705161965e+001,370
128 a 304 Personas,4.63796496722e+000,'-7.41669541910e+001,370
128 a 304 Personas,4.62816268569e+000,'-7.41646306998e+001,370
128 a 304 Personas,4.59801465429e+000,'-7.41121866478e+001,370
128 a 304 Personas,4.61001117524e+000,'-7.41658739395e+001,370
305 a 758 Personas,4.63784984541e+000,'-7.41840253061e+001,370
128 a 304 Personas,4.59287982522e+000,'-7.40943765242e+001,370
128 a 304 Personas,4.62139547522e+000,'-7.41704509894e+001,369
128 a 304 Personas,4.61692096587e+000,'-7.41651911345e+001,369
128 a 304 Personas,4.59212120870e+000,'-7.40838086620e+001,369
128 a 304 Personas,4.63207232453e+000,'-7.41722187937e+001,369
128 a 304 Personas,4.61809471626e+000,'-7.41654310230e+001,369
128 a 304 Personas,4.61690687542e+000,'-7.41588362329e+001,369
128 a 304 Personas,4.61693269248e+000,'-7.41515871531e+001,369
128 a 304 Personas,4.61108048642e+000,'-7.40708911663e+001,368
128 a 304 Personas,4.60424407287e+000,'-7.41306346766e+001,368
128 a 304 Personas,4.59684257754e+000,'-7.41010050639e+001,368
128 a 304 Personas,4.62806044149e+000,'-7.41685355749e+001,368
128 a 304 Personas,4.58905948817e+000,'-7.40945408095e+001,368
128 a 304 Personas,4.61738339375e+000,'-7.41456374991e+001,368
128 a 304 Personas,4.60498840431e+000,'-7.41285024365e+001,368
128 a 304 Personas,4.63094562137e+000,'-7.41797724870e+001,368
128 a 304 Personas,4.62590231249e+000,'-7.41730960687e+001,368
128 a 304 Personas,4.63915028297e+000,'-7.41750125807e+001,368
128 a 304 Personas,4.59094364662e+000,'-7.41037903103e+001,368
128 a 304 Personas,4.59459084570e+000,'-7.41213151127e+001,368
128 a 304 Personas,4.63137952942e+000,'-7.41806330789e+001,368
128 a 304 Personas,4.58883000023e+000,'-7.40928987171e+001,368
305 a 758 Personas,4.63780019001e+000,'-7.41826318746e+001,366
128 a 304 Personas,4.59153222966e+000,'-7.41144211371e+001,366
128 a 304 Personas,4.64181015113e+000,'-7.41772872128e+001,366
128 a 304 Personas,4.58795022144e+000,'-7.40900283511e+001,366
128 a 304 Personas,4.64016991480e+000,'-7.40613654868e+001,366
305 a 758 Personas,4.61434805623e+000,'-7.40714374554e+001,366
128 a 304 Personas,4.59661462788e+000,'-7.41230079144e+001,366
128 a 304 Personas,4.60681705493e+000,'-7.40781572518e+001,366
305 a 758 Personas,4.60900689694e+000,'-7.41643957352e+001,366
0 a 127 Personas,4.61880903633e+000,'-7.41464879829e+001,366
128 a 304 Personas,4.61215905887e+000,'-7.41257155845e+001,366
128 a 304 Personas,4.60156751306e+000,'-7.41050926044e+001,366
0 a 127 Personas,4.62218302406e+000,'-7.41660852548e+001,366
128 a 304 Personas,4.63943635995e+000,'-7.41696718005e+001,366
0 a 127 Personas,4.60325369703e+000,'-7.40767842507e+001,366
0 a 127 Personas,4.62353624168e+000,'-7.41563778142e+001,366
128 a 304 Personas,4.60857138335e+000,'-7.41183682466e+001,366
128 a 304 Personas,4.63789603299e+000,'-7.41733083521e+001,366
128 a 304 Personas,4.59599570719e+000,'-7.40923425120e+001,364
128 a 304 Personas,4.61322618905e+000,'-7.41689609033e+001,364
128 a 304 Personas,4.63989735982e+000,'-7.40631988145e+001,364
128 a 304 Personas,4.63832988555e+000,'-7.41718368352e+001,364
0 a 127 Personas,4.61288426518e+000,'-7.41631887895e+001,363
0 a 127 Personas,4.62615669196e+000,'-7.41689791010e+001,363
0 a 127 Personas,4.61564437430e+000,'-7.41528451665e+001,363
0 a 127 Personas,4.59329090604e+000,'-7.40871778069e+001,363
0 a 127 Personas,4.62401304324e+000,'-7.41684818823e+001,363
128 a 304 Personas,4.63644541686e+000,'-7.41721721246e+001,362
128 a 304 Personas,4.62151279187e+000,'-7.41396391981e+001,362
128 a 304 Personas,4.63231984822e+000,'-7.41824662112e+001,362
128 a 304 Personas,4.61206121092e+000,'-7.41261572664e+001,362
128 a 304 Personas,4.63921409436e+000,'-7.41714860651e+001,362
0 a 127 Personas,4.61643919362e+000,'-7.41584680659e+001,360
0 a 127 Personas,4.61985813575e+000,'-7.41581872634e+001,360
128 a 304 Personas,4.63594572594e+000,'-7.41704928210e+001,360
0 a 127 Personas,4.59943797319e+000,'-7.41090011188e+001,360
128 a 304 Personas,4.62761354909e+000,'-7.41675339541e+001,360
128 a 304 Personas,4.62834200234e+000,'-7.41656595172e+001,360
128 a 304 Personas,4.63935657269e+000,'-7.40690765004e+001,360
0 a 127 Personas,4.60412791742e+000,'-7.40814790083e+001,360
128 a 304 Personas,4.59298014642e+000,'-7.41044079977e+001,360
128 a 304 Personas,4.60503503705e+000,'-7.41272597964e+001,360
305 a 758 Personas,4.58693369827e+000,'-7.40793610096e+001,360
0 a 127 Personas,4.59167293151e+000,'-7.40877839157e+001,360
128 a 304 Personas,4.64182824191e+000,'-7.40704686450e+001,360
128 a 304 Personas,4.59634313591e+000,'-7.40795540972e+001,360
128 a 304 Personas,4.59203978829e+000,'-7.41129126172e+001,360
128 a 304 Personas,4.61243125659e+000,'-7.41667859663e+001,360
128 a 304 Personas,4.60843563068e+000,'-7.40771410752e+001,360
128 a 304 Personas,4.61854296442e+000,'-7.41277499664e+001,360
305 a 758 Personas,4.64383132915e+000,'-7.40569365334e+001,359
128 a 304 Personas,4.59775078378e+000,'-7.40974192601e+001,358
128 a 304 Personas,4.61944554645e+000,'-7.41735851382e+001,358
128 a 304 Personas,4.63130555093e+000,'-7.41789533099e+001,358
128 a 304 Personas,4.61103442455e+000,'-7.41653189351e+001,358
128 a 304 Personas,4.61247448751e+000,'-7.41435724338e+001,358
128 a 304 Personas,4.58990710321e+000,'-7.41067507190e+001,358
128 a 304 Personas,4.59510046691e+000,'-7.41244290044e+001,358
128 a 304 Personas,4.60478419722e+000,'-7.40733890117e+001,358
128 a 304 Personas,4.61376563758e+000,'-7.41267038192e+001,358
305 a 758 Personas,4.64726689472e+000,'-7.40551295241e+001,358
128 a 304 Personas,4.63941086429e+000,'-7.41732417214e+001,358
128 a 304 Personas,4.62070977082e+000,'-7.41438776974e+001,358
128 a 304 Personas,4.63820867414e+000,'-7.40682526847e+001,358
128 a 304 Personas,4.60093584279e+000,'-7.41277199088e+001,358
128 a 304 Personas,4.62770888813e+000,'-7.41773987268e+001,358
0 a 127 Personas,4.62582618553e+000,'-7.41619684568e+001,357
0 a 127 Personas,4.61778689808e+000,'-7.41613018836e+001,357
305 a 758 Personas,4.58579770578e+000,'-7.41140419381e+001,357
0 a 127 Personas,4.61971470468e+000,'-7.41716042656e+001,357
0 a 127 Personas,4.62450765878e+000,'-7.41693222505e+001,357
0 a 127 Personas,4.59634612181e+000,'-7.40844194812e+001,357
0 a 127 Personas,4.62182757323e+000,'-7.41698331719e+001,357
128 a 304 Personas,4.60702703510e+000,'-7.41590282402e+001,356
128 a 304 Personas,4.64030703298e+000,'-7.41711308524e+001,356
128 a 304 Personas,4.61367164201e+000,'-7.41459777719e+001,356
128 a 304 Personas,4.61208330863e+000,'-7.41440599330e+001,356
128 a 304 Personas,4.65572582968e+000,'-7.40696775479e+001,356
128 a 304 Personas,4.62882056375e+000,'-7.41639546549e+001,356
128 a 304 Personas,4.64186353951e+000,'-7.40628013614e+001,356
128 a 304 Personas,4.59180490185e+000,'-7.41037484148e+001,356
128 a 304 Personas,4.61209901621e+000,'-7.41461606310e+001,356
128 a 304 Personas,4.60874953282e+000,'-7.41336336950e+001,356
128 a 304 Personas,4.60591784386e+000,'-7.41128201327e+001,356
128 a 304 Personas,4.59980467219e+000,'-7.41157891569e+001,356
128 a 304 Personas,4.63585925815e+000,'-7.41815548662e+001,356
305 a 758 Personas,4.64474649831e+000,'-7.41768909425e+001,356
128 a 304 Personas,4.62024282323e+000,'-7.41552047774e+001,356
305 a 758 Personas,4.60925007752e+000,'-7.41693286868e+001,355
0 a 127 Personas,4.60318285887e+000,'-7.40782574715e+001,354
128 a 304 Personas,4.61179800233e+000,'-7.41466928549e+001,354
0 a 127 Personas,4.61975978941e+000,'-7.41490029479e+001,354
128 a 304 Personas,4.60137495464e+000,'-7.41094753699e+001,354
128 a 304 Personas,4.63166292575e+000,'-7.41798991518e+001,354
0 a 127 Personas,4.59136693545e+000,'-7.40873435985e+001,354
0 a 127 Personas,4.62109961246e+000,'-7.41481248391e+001,354
128 a 304 Personas,4.61347741941e+000,'-7.41331639211e+001,354
128 a 304 Personas,4.62830843181e+000,'-7.41686507427e+001,354
128 a 304 Personas,4.62082799934e+000,'-7.41722330075e+001,354
128 a 304 Personas,4.64214858054e+000,'-7.41766596372e+001,354
0 a 127 Personas,4.61472593965e+000,'-7.41607116954e+001,354
128 a 304 Personas,4.64019138560e+000,'-7.41720835822e+001,354
128 a 304 Personas,4.60910028856e+000,'-7.41368149755e+001,354
128 a 304 Personas,4.60595649840e+000,'-7.41239195413e+001,354
128 a 304 Personas,4.61415924811e+000,'-7.40759022680e+001,354
128 a 304 Personas,4.63900412738e+000,'-7.41673244208e+001,354
0 a 127 Personas,4.59360898190e+000,'-7.40986377501e+001,354
0 a 127 Personas,4.62168466279e+000,'-7.41687378100e+001,354
128 a 304 Personas,4.64180718578e+000,'-7.41755410273e+001,352
128 a 304 Personas,4.60814541662e+000,'-7.41194371209e+001,352
128 a 304 Personas,4.62092711055e+000,'-7.41424582147e+001,352
128 a 304 Personas,4.61439964986e+000,'-7.41210109190e+001,352
128 a 304 Personas,4.62923164346e+000,'-7.41647168851e+001,352
128 a 304 Personas,4.59937623230e+000,'-7.40843415272e+001,352
128 a 304 Personas,4.65161860645e+000,'-7.40587082451e+001,352
128 a 304 Personas,4.62585970236e+000,'-7.41530982684e+001,352
128 a 304 Personas,4.60169683337e+000,'-7.41080502302e+001,352
0 a 127 Personas,4.59972320217e+000,'-7.40853883620e+001,351
0 a 127 Personas,4.59886450315e+000,'-7.41222884378e+001,351
0 a 127 Personas,4.59272695351e+000,'-7.40864104870e+001,351
0 a 127 Personas,4.61354310382e+000,'-7.41593711060e+001,351
0 a 127 Personas,4.59829843205e+000,'-7.41196404425e+001,351
0 a 127 Personas,4.62414622349e+000,'-7.41671818255e+001,351
128 a 304 Personas,4.64090158015e+000,'-7.41744294813e+001,350
128 a 304 Personas,4.62111985971e+000,'-7.41541211870e+001,350
128 a 304 Personas,4.62722990919e+000,'-7.41694675177e+001,350
305 a 758 Personas,4.61852751766e+000,'-7.41768857797e+001,350
128 a 304 Personas,4.59023260870e+000,'-7.40929450355e+001,350
305 a 758 Personas,4.67139360948e+000,'-7.40623468499e+001,350
128 a 304 Personas,4.61282425171e+000,'-7.41735257844e+001,350
128 a 304 Personas,4.60000052997e+000,'-7.40950935787e+001,350
128 a 304 Personas,4.63361378208e+000,'-7.41652089672e+001,350
128 a 304 Personas,4.63444294857e+000,'-7.41683140084e+001,350
128 a 304 Personas,4.61450560922e+000,'-7.41258972563e+001,350
128 a 304 Personas,4.61043647223e+000,'-7.41200082126e+001,350
128 a 304 Personas,4.60911939630e+000,'-7.41218151441e+001,350
128 a 304 Personas,4.61307830321e+000,'-7.41678015440e+001,350
128 a 304 Personas,4.59794465558e+000,'-7.40960469185e+001,350
128 a 304 Personas,4.65036776026e+000,'-7.40552223045e+001,350
128 a 304 Personas,4.59055947941e+000,'-7.41061236198e+001,350
128 a 304 Personas,4.60537567851e+000,'-7.41269371372e+001,348
305 a 758 Personas,4.62769470620e+000,'-7.40586706435e+001,348
128 a 304 Personas,4.58571238284e+000,'-7.40918962993e+001,348
128 a 304 Personas,4.59259535233e+000,'-7.41139141929e+001,348
128 a 304 Personas,4.62124981186e+000,'-7.41743957486e+001,348
0 a 127 Personas,4.59685063244e+000,'-7.40980913770e+001,348
128 a 304 Personas,4.59869792022e+000,'-7.40945661064e+001,348
0 a 127 Personas,4.59975449519e+000,'-7.41198781015e+001,348
0 a 127 Personas,4.61516066221e+000,'-7.41533822241e+001,348
0 a 127 Personas,4.61504857933e+000,'-7.41598798012e+001,348
128 a 304 Personas,4.61215668332e+000,'-7.41659010580e+001,348
0 a 127 Personas,4.59710312110e+000,'-7.40911171044e+001,348
128 a 304 Personas,4.59669680869e+000,'-7.40974179603e+001,348
128 a 304 Personas,4.58895077214e+000,'-7.40897336712e+001,348
128 a 304 Personas,4.61274952998e+000,'-7.41654257555e+001,348
128 a 304 Personas,4.58909456506e+000,'-7.41015609878e+001,348
128 a 304 Personas,4.63048521633e+000,'-7.41654586168e+001,348
128 a 304 Personas,4.64024995819e+000,'-7.41747178907e+001,348
305 a 758 Personas,4.62988735850e+000,'-7.41418415792e+001,347
128 a 304 Personas,4.59101972545e+000,'-7.41065566190e+001,346
128 a 304 Personas,4.62136511704e+000,'-7.41447731192e+001,346
128 a 304 Personas,4.61586964007e+000,'-7.41661673362e+001,346
128 a 304 Personas,4.59860176226e+000,'-7.41249188572e+001,346
128 a 304 Personas,4.61081101712e+000,'-7.41465856691e+001,346
128 a 304 Personas,4.62127679141e+000,'-7.40721636707e+001,346
0 a 127 Personas,4.60098201648e+000,'-7.41220447289e+001,345
0 a 127 Personas,4.59687039019e+000,'-7.40990214339e+001,345
0 a 127 Personas,4.62740796400e+000,'-7.41622735068e+001,345
0 a 127 Personas,4.62605387674e+000,'-7.41618227579e+001,345
0 a 127 Personas,4.59637367604e+000,'-7.40911180267e+001,345
0 a 127 Personas,4.62051750209e+000,'-7.41699075926e+001,345
128 a 304 Personas,4.59509218827e+000,'-7.40919178166e+001,344
128 a 304 Personas,4.61745559466e+000,'-7.41352566921e+001,344
128 a 304 Personas,4.59159538094e+000,'-7.40945754206e+001,344
128 a 304 Personas,4.61524130839e+000,'-7.41232201888e+001,344
128 a 304 Personas,4.61221258962e+000,'-7.41247501014e+001,344
128 a 304 Personas,4.61488182649e+000,'-7.40763781029e+001,344
128 a 304 Personas,4.63944906379e+000,'-7.41716320466e+001,344
128 a 304 Personas,4.62014631029e+000,'-7.40664430816e+001,344
128 a 304 Personas,4.59297730651e+000,'-7.40978295218e+001,344
128 a 304 Personas,4.63305175707e+000,'-7.41828410827e+001,344
128 a 304 Personas,4.63220768974e+000,'-7.41827037963e+001,344
305 a 758 Personas,4.59083921366e+000,'-7.41204650168e+001,343
128 a 304 Personas,4.61307858713e+000,'-7.41295064389e+001,342
128 a 304 Personas,4.61005261066e+000,'-7.41513156412e+001,342
305 a 758 Personas,4.60411102172e+000,'-7.41377391685e+001,342
128 a 304 Personas,4.60625375421e+000,'-7.41284422843e+001,342
0 a 127 Personas,4.63282227978e+000,'-7.41726343149e+001,342
128 a 304 Personas,4.61031346167e+000,'-7.41221240112e+001,342
128 a 304 Personas,4.61041492238e+000,'-7.41368365299e+001,342
128 a 304 Personas,4.63962547675e+000,'-7.41752695656e+001,342
128 a 304 Personas,4.59523500362e+000,'-7.40826667448e+001,342
0 a 127 Personas,4.61824031682e+000,'-7.41507818942e+001,342
0 a 127 Personas,4.62344091349e+000,'-7.41666789491e+001,342
0 a 127 Personas,4.61488103883e+000,'-7.41616922332e+001,342
128 a 304 Personas,4.63614639096e+000,'-7.41716105804e+001,342
0 a 127 Personas,4.62063936143e+000,'-7.41653387024e+001,342
128 a 304 Personas,4.58354670132e+000,'-7.40933641182e+001,342
0 a 127 Personas,4.60546892699e+000,'-7.41192816676e+001,342
128 a 304 Personas,4.59775913505e+000,'-7.41112354235e+001,342
305 a 758 Personas,4.59003722227e+000,'-7.41200818649e+001,341
128 a 304 Personas,4.62999479830e+000,'-7.41783209610e+001,340
128 a 304 Personas,4.60955556419e+000,'-7.41178081305e+001,340
128 a 304 Personas,4.62326509872e+000,'-7.41708158653e+001,340
128 a 304 Personas,4.59542360942e+000,'-7.41231603435e+001,340
128 a 304 Personas,4.60195882216e+000,'-7.41299057545e+001,340
128 a 304 Personas,4.62197225154e+000,'-7.41396260861e+001,340
128 a 304 Personas,4.61401647885e+000,'-7.41455519314e+001,340
128 a 304 Personas,4.62145934161e+000,'-7.41764255050e+001,340
128 a 304 Personas,4.60469587042e+000,'-7.41275826060e+001,340
305 a 758 Personas,4.62978240397e+000,'-7.40794615155e+001,339
0 a 127 Personas,4.61138301274e+000,'-7.41521601383e+001,339
0 a 127 Personas,4.59937108711e+000,'-7.41186366451e+001,339
0 a 127 Personas,4.60259459618e+000,'-7.40773946935e+001,339
128 a 304 Personas,4.62343712598e+000,'-7.41763460971e+001,338
128 a 304 Personas,4.62942216085e+000,'-7.41644796964e+001,338
305 a 758 Personas,4.60395748527e+000,'-7.41072829956e+001,338
305 a 758 Personas,4.58370139556e+000,'-7.40892785257e+001,338
128 a 304 Personas,4.64011009543e+000,'-7.40637833718e+001,338
128 a 304 Personas,4.65356929310e+000,'-7.40665099323e+001,338
128 a 304 Personas,4.63315882250e+000,'-7.41825997062e+001,338
128 a 304 Personas,4.62143068398e+000,'-7.41475172484e+001,338
128 a 304 Personas,4.59592238992e+000,'-7.41217232800e+001,338
128 a 304 Personas,4.59631405034e+000,'-7.41233313660e+001,338
128 a 304 Personas,4.62160721356e+000,'-7.41405748056e+001,338
305 a 758 Personas,4.64146962354e+000,'-7.41697133366e+001,337
0 a 127 Personas,4.59207126827e+000,'-7.40990846355e+001,336
128 a 304 Personas,4.59373056755e+000,'-7.41151502040e+001,336
0 a 127 Personas,4.61844518832e+000,'-7.41533085630e+001,336
128 a 304 Personas,4.58948763140e+000,'-7.40903557545e+001,336
0 a 127 Personas,4.60259096815e+000,'-7.40906537678e+001,336
128 a 304 Personas,4.62205982208e+000,'-7.41405270758e+001,336
0 a 127 Personas,4.59740273176e+000,'-7.40996980696e+001,336
128 a 304 Personas,4.63950344438e+000,'-7.41760561948e+001,336
128 a 304 Personas,4.64195768145e+000,'-7.40725208919e+001,336
128 a 304 Personas,4.58846932761e+000,'-7.41092046125e+001,336
128 a 304 Personas,4.62684588556e+000,'-7.40682985400e+001,336
128 a 304 Personas,4.61510512060e+000,'-7.41211494827e+001,336
128 a 304 Personas,4.63826362033e+000,'-7.41754065959e+001,336
128 a 304 Personas,4.63629925733e+000,'-7.41691173460e+001,336
128 a 304 Personas,4.60261912755e+000,'-7.41311351159e+001,336
305 a 758 Personas,4.58974638872e+000,'-7.40782283326e+001,335
128 a 304 Personas,4.58556640183e+000,'-7.40885848741e+001,334
128 a 304 Personas,4.59267509724e+000,'-7.40975311020e+001,334
128 a 304 Personas,4.59625271785e+000,'-7.41202763503e+001,334
128 a 304 Personas,4.62596344225e+000,'-7.41712455232e+001,334
305 a 758 Personas,4.63631121474e+000,'-7.40624991752e+001,334
128 a 304 Personas,4.61453896158e+000,'-7.41204263151e+001,334
128 a 304 Personas,4.60216032959e+000,'-7.40967894888e+001,334
128 a 304 Personas,4.64136864259e+000,'-7.41747030752e+001,334
128 a 304 Personas,4.59964711613e+000,'-7.40968669941e+001,334
0 a 127 Personas,4.61326159219e+000,'-7.41514368414e+001,333
0 a 127 Personas,4.61378551496e+000,'-7.41631325500e+001,333
0 a 127 Personas,4.59639808581e+000,'-7.40984075724e+001,333
128 a 304 Personas,4.62545768679e+000,'-7.40761603737e+001,332
128 a 304 Personas,4.64200299053e+000,'-7.41739976245e+001,332
128 a 304 Personas,4.62625298905e+000,'-7.41777621875e+001,332
305 a 758 Personas,4.63642695376e+000,'-7.40775107796e+001,332
128 a 304 Personas,4.59492394765e+000,'-7.40821790369e+001,332
128 a 304 Personas,4.61325053068e+000,'-7.40773968149e+001,332
128 a 304 Personas,4.60631596580e+000,'-7.41453832054e+001,332
128 a 304 Personas,4.60583888128e+000,'-7.41250866406e+001,332
128 a 304 Personas,4.60134381009e+000,'-7.41076437169e+001,332
305 a 758 Personas,4.61896342792e+000,'-7.41749280632e+001,332
128 a 304 Personas,4.60836353418e+000,'-7.40780169481e+001,332
128 a 304 Personas,4.64043727766e+000,'-7.41722401773e+001,332
305 a 758 Personas,4.58468551142e+000,'-7.40856281326e+001,332
128 a 304 Personas,4.62259417629e+000,'-7.41412921650e+001,332
128 a 304 Personas,4.61295790955e+000,'-7.41662389850e+001,332
305 a 758 Personas,4.61526197299e+000,'-7.41158452540e+001,332
128 a 304 Personas,4.61198786966e+000,'-7.41400962919e+001,330
128 a 304 Personas,4.61301320652e+000,'-7.41447437698e+001,330
128 a 304 Personas,4.60577838123e+000,'-7.41146114481e+001,330
305 a 758 Personas,4.60592874074e+000,'-7.41334994914e+001,330
128 a 304 Personas,4.65433246347e+000,'-7.40674709588e+001,330
0 a 127 Personas,4.59393303275e+000,'-7.40997347298e+001,330
128 a 304 Personas,4.64001565614e+000,'-7.41745843258e+001,330
0 a 127 Personas,4.62991877982e+000,'-7.41697054877e+001,330
128 a 304 Personas,4.62251854666e+000,'-7.41404834252e+001,330
128 a 304 Personas,4.61314064053e+000,'-7.41671454844e+001,330
128 a 304 Personas,4.61041226147e+000,'-7.41330235862e+001,330
128 a 304 Personas,4.60180674236e+000,'-7.40963390107e+001,330
128 a 304 Personas,4.58969502655e+000,'-7.40953441030e+001,330
0 a 127 Personas,4.59478875970e+000,'-7.40884616843e+001,330
0 a 127 Personas,4.60388687592e+000,'-7.40776675296e+001,330
128 a 304 Personas,4.60975015650e+000,'-7.41326969869e+001,330
128 a 304 Personas,4.60501987452e+000,'-7.41306201883e+001,330
128 a 304 Personas,4.59655937769e+000,'-7.41186487529e+001,330
305 a 758 Personas,4.61021500571e+000,'-7.41671503273e+001,329
128 a 304 Personas,4.64239734833e+000,'-7.41767956422e+001,328
305 a 758 Personas,4.60606695359e+000,'-7.41411820843e+001,328
128 a 304 Personas,4.59615505455e+000,'-7.40955422147e+001,328
128 a 304 Personas,4.63591680994e+000,'-7.41714766961e+001,328
128 a 304 Personas,4.58464289229e+000,'-7.40943722153e+001,328
128 a 304 Personas,4.61021026229e+000,'-7.41637296197e+001,328
128 a 304 Personas,4.58321533268e+000,'-7.40957965088e+001,328
305 a 758 Personas,4.58210458293e+000,'-7.40943228509e+001,328
128 a 304 Personas,4.63670841729e+000,'-7.41709213732e+001,328
128 a 304 Personas,4.60517632198e+000,'-7.41215658932e+001,328
128 a 304 Personas,4.64264401905e+000,'-7.41769329192e+001,328
128 a 304 Personas,4.59717265215e+000,'-7.41034638411e+001,328
128 a 304 Personas,4.62704732943e+000,'-7.41679781090e+001,328
128 a 304 Personas,4.58720012880e+000,'-7.40940165162e+001,328
128 a 304 Personas,4.60965846530e+000,'-7.41212753121e+001,328
305 a 758 Personas,4.64401221744e+000,'-7.41734522560e+001,328
128 a 304 Personas,4.62811146930e+000,'-7.41678371363e+001,328
128 a 304 Personas,4.64175138837e+000,'-7.41738485437e+001,328
128 a 304 Personas,4.63605737670e+000,'-7.41697265418e+001,328
128 a 304 Personas,4.59955968953e+000,'-7.41233395647e+001,328
128 a 304 Personas,4.59535632590e+000,'-7.40958030671e+001,328
128 a 304 Personas,4.62099647426e+000,'-7.40678398017e+001,328
305 a 758 Personas,4.61570840454e+000,'-7.40787906087e+001,328
0 a 127 Personas,4.60321517169e+000,'-7.40923248023e+001,327
0 a 127 Personas,4.61666375764e+000,'-7.41571850320e+001,327
0 a 127 Personas,4.62335976496e+000,'-7.41558899848e+001,327
0 a 127 Personas,4.61714260954e+000,'-7.41385320010e+001,327
0 a 127 Personas,4.61701539144e+000,'-7.41552198425e+001,327
305 a 758 Personas,4.66109578614e+000,'-7.40521932411e+001,327
128 a 304 Personas,4.59871537575e+000,'-7.41155212658e+001,326
128 a 304 Personas,4.61605716117e+000,'-7.41659113136e+001,326
128 a 304 Personas,4.59566052364e+000,'-7.41184892669e+001,326
128 a 304 Personas,4.64088691871e+000,'-7.41759579978e+001,326
128 a 304 Personas,4.60823316402e+000,'-7.41302997342e+001,326
128 a 304 Personas,4.63749960401e+000,'-7.41675342435e+001,326
128 a 304 Personas,4.60836574506e+000,'-7.41600654868e+001,326
305 a 758 Personas,4.63561211160e+000,'-7.41631056277e+001,325
128 a 304 Personas,4.62371076177e+000,'-7.41436530689e+001,324
128 a 304 Personas,4.64016952039e+000,'-7.41701965897e+001,324
305 a 758 Personas,4.58641212122e+000,'-7.41103327150e+001,324
128 a 304 Personas,4.63114179097e+000,'-7.41653422132e+001,324
128 a 304 Personas,4.61317611728e+000,'-7.41259248144e+001,324
0 a 127 Personas,4.62158983021e+000,'-7.41523332116e+001,324
128 a 304 Personas,4.61166123237e+000,'-7.41444395814e+001,324
128 a 304 Personas,4.65386200279e+000,'-7.40709366195e+001,324
128 a 304 Personas,4.62036415367e+000,'-7.41789067631e+001,324
0 a 127 Personas,4.61659960336e+000,'-7.41628687112e+001,324
